Temporary table to store results from Tasks


ZZTCODE	 ZZDYNAME	 ZZDYNUMB	 ZZMSGTYP	 ZZMSGSPRA	 ZZMSGID	 ZZMSGNR	 ZZMSGV1	 ZZMSGV2	 ZZMSGV3	 ZZMSGV4	 ZZENV	 ZZFLDNAME
X	 X	 X	 X	 	 	 	 	 	 	 	 	
TCODE-CHAR(20)	 PROGNAME-CHAR(40)	 DYNNR-CHAR(4)	 CHAR1-CHAR(1)	 SYLANGU-LANG(1)	 ARBGB-CHAR(20)	 CHAR3-CHAR(3)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 CHAR100-CHAR(100)	 BDCAKTIVI-CHAR(4)	 DYNFNAM-CHAR(132)
IW32	 SAPLCOIH	 3000	 S	 E	 IW	 080	 4000000795	 	 	 	 CTU	
IW32	 SAPLCOIH	 0101	 E	 E	 CO	 470	 0000030797	 WF-BATCH	 	 	 CTU	 CAUFVD-AUFNR
IW32	 SAPLKKBL	 0500	 S	 E	 SY	 355	 0000019572	 	 	 	 CTU	
IW32	 SAPLCOIH	 3000	 I	 E	 IW	 461	 Error when calculating costs	 for order 004000000713.	 	 	 CTU	
Workflow ser ord	 134949	   1	 	 	 	 	 Order 4000000881 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 143611	   1	 	 	 	 	 Order 4000000680 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 144619	   1	 	 	 	 	 Order 4000000882 is locked and cannot be changed	 	 	 	 	
Workflow ser ord	 145422	   1	 	 	 	 	 Order 4000000883 is locked and cannot be changed	 	 	 	 	
test	 test	 	 	 	 	 	 	 	 	 	 	
equi crea idoc check	 141654	 	 	 	 	 	 TEST13	 	 	 	 	
equi crea idoc befor	 141655	 	 	 	 	 	 	 	 	 	 	
equi crea idoc	 141422	 	 	 	 	 	 000000000010005932000000000000002504	 	 	 	 	
equi crea idoc	 142300	 	 	 	 	 	 000000000010010403000000000000006975	 	 	 	 	
equi crea idoc	 142410	 	 	 	 	 	 000000000010010819000000000000007391	 	 	 	 	
equi crea idoc	 142325	 	 	 	 	 	 000000000010010629000000000000007201	 	 	 	 	
equi crea idoc	 141423	 	 	 	 	 	 000000000010005950000000000000002522	 	 	 	 	
equi crea idoc	 142440	 	 	 	 	 	 000000000010010982000000000000007554	 	 	 	 	
equi crea idoc	 142534	 	 	 	 	 	 000000000010011406000000000000007978	 	 	 	 	
equi crea idoc	 141424	 	 	 	 	 	 000000000010005957000000000000002529	 	 	 	 	
equi crea idoc	 142510	 	 	 	 	 	 000000000010011205000000000000007777	 	 	 	 	
equi crea idoc	 142621	 	 	 	 	 	 000000000010011739000000000000008311	 	 	 	 	
equi crea idoc	 142603	 	 	 	 	 	 000000000010011585000000000000008157	 	 	 	 	
equi crea idoc	 142535	 	 	 	 	 	 000000000010011409000000000000007981	 	 	 	 	
equi crea idoc	 141425	 	 	 	 	 	 000000000010005966000000000000002538	 	 	 	 	
equi crea idoc	 142511	 	 	 	 	 	 000000000010011212000000000000007784	 	 	 	 	
equi crea idoc	 142536	 	 	 	 	 	 000000000010011421000000000000007993	 	 	 	 	
equi crea idoc	 142604	 	 	 	 	 	 000000000010011595000000000000008167	 	 	 	 	
equi crea idoc	 142622	 	 	 	 	 	 000000000010011744000000000000008316	 	 	 	 	
equi crea idoc	 141426	 	 	 	 	 	 000000000010005974000000000000002546	 	 	 	 	
equi crea idoc	 142512	 	 	 	 	 	 000000000010011222000000000000007794	 	 	 	 	
equi crea idoc	 141427	 	 	 	 	 	 000000000010005981000000000000002553	 	 	 	 	
equi crea idoc	 142537	 	 	 	 	 	 000000000010011426000000000000007998	 	 	 	 	
equi crea idoc	 142513	 	 	 	 	 	 000000000010011228000000000000007800	 	 	 	 	
equi crea idoc	 142605	 	 	 	 	 	 000000000010011607000000000000008179	 	 	 	 	
equi crea idoc	 142538	 	 	 	 	 	 000000000010011433000000000000008005	 	 	 	 	
equi crea idoc	 142623	 	 	 	 	 	 000000000010011757000000000000008329	 	 	 	 	
equi crea idoc	 141428	 	 	 	 	 	 000000000010005992000000000000002564	 	 	 	 	
equi crea idoc	 142606	 	 	 	 	 	 000000000010011613000000000000008185	 	 	 	 	
equi crea idoc	 142514	 	 	 	 	 	 000000000010011237000000000000007809	 	 	 	 	
equi crea idoc	 142445	 	 	 	 	 	 000000000010011020000000000000007592	 	 	 	 	
equi crea idoc	 142639	 	 	 	 	 	 000000000010011872000000000000008444	 	 	 	 	
equi crea idoc	 141429	 	 	 	 	 	 000000000010006005000000000000002577	 	 	 	 	
equi crea idoc	 142539	 	 	 	 	 	 000000000010011443000000000000008015	 	 	 	 	
equi crea idoc	 142624	 	 	 	 	 	 000000000010011765000000000000008337	 	 	 	 	
equi crea idoc	 142446	 	 	 	 	 	 000000000010011023000000000000007595	 	 	 	 	
equi crea idoc	 142515	 	 	 	 	 	 000000000010011247000000000000007819	 	 	 	 	
equi crea idoc	 142607	 	 	 	 	 	 000000000010011624000000000000008196	 	 	 	 	
equi crea idoc	 141430	 	 	 	 	 	 000000000010006014000000000000002586	 	 	 	 	
equi crea idoc	 142540	 	 	 	 	 	 000000000010011450000000000000008022	 	 	 	 	
equi crea idoc	 142516	 	 	 	 	 	 000000000010011253000000000000007825	 	 	 	 	
equi crea idoc	 142447	 	 	 	 	 	 000000000010011028000000000000007600	 	 	 	 	
equi crea idoc	 141431	 	 	 	 	 	 000000000010006023000000000000002595	 	 	 	 	
equi crea idoc	 142541	 	 	 	 	 	 000000000010011456000000000000008028	 	 	 	 	
equi crea idoc	 142608	 	 	 	 	 	 000000000010011633000000000000008205	 	 	 	 	
equi crea idoc	 142448	 	 	 	 	 	 000000000010011037000000000000007609	 	 	 	 	
equi crea idoc	 142517	 	 	 	 	 	 000000000010011260000000000000007832	 	 	 	 	
equi crea idoc	 142542	 	 	 	 	 	 000000000010011462000000000000008034	 	 	 	 	
equi crea idoc	 141432	 	 	 	 	 	 000000000010006033000000000000002605	 	 	 	 	
equi crea idoc	 142449	 	 	 	 	 	 000000000010011045000000000000007617	 	 	 	 	
equi crea idoc	 142518	 	 	 	 	 	 000000000010011272000000000000007844	 	 	 	 	
equi crea idoc	 142543	 	 	 	 	 	 000000000010011468000000000000008040	 	 	 	 	
equi crea idoc	 141433	 	 	 	 	 	 000000000010006043000000000000002615	 	 	 	 	
equi crea idoc	 142609	 	 	 	 	 	 000000000010011641000000000000008213	 	 	 	 	
equi crea idoc	 142450	 	 	 	 	 	 000000000010011056000000000000007628	 	 	 	 	
equi crea idoc	 142544	 	 	 	 	 	 000000000010011476000000000000008048	 	 	 	 	
equi crea idoc	 142451	 	 	 	 	 	 000000000010011063000000000000007635	 	 	 	 	
equi crea idoc	 141434	 	 	 	 	 	 000000000010006053000000000000002625	 	 	 	 	
equi crea idoc	 142519	 	 	 	 	 	 000000000010011285000000000000007857	 	 	 	 	
equi crea idoc	 142545	 	 	 	 	 	 000000000010011479000000000000008051	 	 	 	 	
equi crea idoc	 141435	 	 	 	 	 	 000000000010006058000000000000002630	 	 	 	 	
equi crea idoc	 142452	 	 	 	 	 	 000000000010011069000000000000007641	 	 	 	 	
equi crea idoc	 142610	 	 	 	 	 	 000000000010011652000000000000008224	 	 	 	 	
equi crea idoc	 142546	 	 	 	 	 	 000000000010011484000000000000008056	 	 	 	 	
equi crea idoc	 141436	 	 	 	 	 	 000000000010006070000000000000002642	 	 	 	 	
equi crea idoc	 142549	 	 	 	 	 	 000000000010011488000000000000008060	 	 	 	 	
equi crea idoc	 142520	 	 	 	 	 	 000000000010011293000000000000007865	 	 	 	 	
equi crea idoc	 142550	 	 	 	 	 	 000000000010011487000000000000008059	 	 	 	 	
equi crea idoc	 142453	 	 	 	 	 	 000000000010011076000000000000007648	 	 	 	 	
equi crea idoc	 142454	 	 	 	 	 	 000000000010011086000000000000007658	 	 	 	 	
equi crea idoc	 141437	 	 	 	 	 	 000000000010006074000000000000002646	 	 	 	 	
equi crea idoc	 142611	 	 	 	 	 	 000000000010011660000000000000008232	 	 	 	 	
equi crea idoc	 142551	 	 	 	 	 	 000000000010011496000000000000008068	 	 	 	 	
equi crea idoc	 142521	 	 	 	 	 	 000000000010011303000000000000007875	 	 	 	 	
equi crea idoc	 142455	 	 	 	 	 	 000000000010011084000000000000007656	 	 	 	 	
equi crea idoc	 142552	 	 	 	 	 	 000000000010011499000000000000008071	 	 	 	 	
equi crea idoc	 142456	 	 	 	 	 	 000000000010011090000000000000007662	 	 	 	 	
equi crea idoc	 141438	 	 	 	 	 	 000000000010006089000000000000002661	 	 	 	 	
equi crea idoc	 142522	 	 	 	 	 	 000000000010011313000000000000007885	 	 	 	 	
equi crea idoc	 142457	 	 	 	 	 	 000000000010011102000000000000007674	 	 	 	 	
equi crea idoc	 141439	 	 	 	 	 	 000000000010006100000000000000002672	 	 	 	 	
equi crea idoc	 142612	 	 	 	 	 	 000000000010011667000000000000008239	 	 	 	 	
equi crea idoc	 142553	 	 	 	 	 	 000000000010011508000000000000008080	 	 	 	 	
equi crea idoc	 142523	 	 	 	 	 	 000000000010011321000000000000007893	 	 	 	 	
equi crea idoc	 142554	 	 	 	 	 	 000000000010011513000000000000008085	 	 	 	 	
equi crea idoc	 141440	 	 	 	 	 	 000000000010006107000000000000002679	 	 	 	 	
equi crea idoc	 142524	 	 	 	 	 	 000000000010011323000000000000007895	 	 	 	 	
equi crea idoc	 142458	 	 	 	 	 	 000000000010011114000000000000007686	 	 	 	 	
equi crea idoc	 142613	 	 	 	 	 	 000000000010011680000000000000008252	 	 	 	 	
equi crea idoc	 142555	 	 	 	 	 	 000000000010011516000000000000008088	 	 	 	 	
equi crea idoc	 142459	 	 	 	 	 	 000000000010011112000000000000007684	 	 	 	 	
equi crea idoc	 142525	 	 	 	 	 	 000000000010011337000000000000007909	 	 	 	 	
equi crea idoc	 141441	 	 	 	 	 	 000000000010006123000000000000002695	 	 	 	 	
equi crea idoc	 142500	 	 	 	 	 	 000000000010011121000000000000007693	 	 	 	 	
equi crea idoc	 142556	 	 	 	 	 	 000000000010011527000000000000008099	 	 	 	 	
equi crea idoc	 142614	 	 	 	 	 	 000000000010011686000000000000008258	 	 	 	 	
equi crea idoc	 141442	 	 	 	 	 	 000000000010006133000000000000002705	 	 	 	 	
equi crea idoc	 142501	 	 	 	 	 	 000000000010011131000000000000007703	 	 	 	 	
equi crea idoc	 142557	 	 	 	 	 	 000000000010011531000000000000008103	 	 	 	 	
equi crea idoc	 142526	 	 	 	 	 	 000000000010011346000000000000007918	 	 	 	 	
equi crea idoc	 142502	 	 	 	 	 	 000000000010011137000000000000007709	 	 	 	 	
equi crea idoc	 142527	 	 	 	 	 	 000000000010011350000000000000007922	 	 	 	 	
equi crea idoc	 141443	 	 	 	 	 	 000000000010006140000000000000002712	 	 	 	 	
equi crea idoc	 142558	 	 	 	 	 	 000000000010011539000000000000008111	 	 	 	 	
equi crea idoc	 142528	 	 	 	 	 	 000000000010011353000000000000007925	 	 	 	 	
equi crea idoc	 142615	 	 	 	 	 	 000000000010011698000000000000008270	 	 	 	 	
equi crea idoc	 142503	 	 	 	 	 	 000000000010011151000000000000007723	 	 	 	 	
equi crea idoc	 141444	 	 	 	 	 	 000000000010006156000000000000002728	 	 	 	 	
equi crea idoc	 142504	 	 	 	 	 	 000000000010011156000000000000007728	 	 	 	 	
equi crea idoc	 142529	 	 	 	 	 	 000000000010011363000000000000007935	 	 	 	 	
equi crea idoc	 142559	 	 	 	 	 	 000000000010011551000000000000008123	 	 	 	 	
equi crea idoc	 141445	 	 	 	 	 	 000000000010006161000000000000002733	 	 	 	 	
equi crea idoc	 142616	 	 	 	 	 	 000000000010011706000000000000008278	 	 	 	 	
equi crea idoc	 142505	 	 	 	 	 	 000000000010011161000000000000007733	 	 	 	 	
equi crea idoc	 142530	 	 	 	 	 	 000000000010011369000000000000007941	 	 	 	 	
equi crea idoc	 142531	 	 	 	 	 	 000000000010011378000000000000007950	 	 	 	 	
equi crea idoc	 141446	 	 	 	 	 	 000000000010006171000000000000002743	 	 	 	 	
equi crea idoc	 142506	 	 	 	 	 	 000000000010011172000000000000007744	 	 	 	 	
equi crea idoc	 142600	 	 	 	 	 	 000000000010011557000000000000008129	 	 	 	 	
equi crea idoc	 142617	 	 	 	 	 	 000000000010011715000000000000008287	 	 	 	 	
equi crea idoc	 142618	 	 	 	 	 	 000000000010011720000000000000008292	 	 	 	 	
equi crea idoc	 141447	 	 	 	 	 	 000000000010006166000000000000002738	 	 	 	 	
equi crea idoc	 142532	 	 	 	 	 	 000000000010011387000000000000007959	 	 	 	 	
equi crea idoc	 142507	 	 	 	 	 	 000000000010011178000000000000007750	 	 	 	 	
equi crea idoc	 142619	 	 	 	 	 	 000000000010011721000000000000008293	 	 	 	 	
equi crea idoc	 142508	 	 	 	 	 	 000000000010011180000000000000007752	 	 	 	 	
equi crea idoc	 142601	 	 	 	 	 	 000000000010011563000000000000008135	 	 	 	 	
equi crea idoc	 141448	 	 	 	 	 	 000000000010006192000000000000002764	 	 	 	 	
equi crea idoc	 142620	 	 	 	 	 	 000000000010011730000000000000008302	 	 	 	 	
equi crea idoc	 142602	 	 	 	 	 	 000000000010011578000000000000008150	 	 	 	 	
equi crea idoc	 142533	 	 	 	 	 	 000000000010011397000000000000007969	 	 	 	 	
equi crea idoc	 142509	 	 	 	 	 	 000000000010011191000000000000007763	 	 	 	 	
equi crea idoc	 141449	 	 	 	 	 	 000000000010006202000000000000002774	 	 	 	 	
equi crea idoc	 142640	 	 	 	 	 	 000000000010011880000000000000008452	 	 	 	 	
equi crea idoc	 142641	 	 	 	 	 	 000000000010011889000000000000008461	 	 	 	 	
equi crea idoc	 142642	 	 	 	 	 	 000000000010011897000000000000008469	 	 	 	 	
equi crea idoc	 142643	 	 	 	 	 	 000000000010011906000000000000008478	 	 	 	 	
equi crea idoc	 142644	 	 	 	 	 	 000000000010011917000000000000008489	 	 	 	 	
equi crea idoc	 142645	 	 	 	 	 	 000000000010011924000000000000008496	 	 	 	 	
equi crea idoc	 142646	 	 	 	 	 	 000000000010011930000000000000008502	 	 	 	 	
equi crea idoc	 142647	 	 	 	 	 	 000000000010011941000000000000008513	 	 	 	 	
equi crea idoc	 142648	 	 	 	 	 	 000000000010011946000000000000008518	 	 	 	 	
equi crea idoc	 142649	 	 	 	 	 	 000000000010011959000000000000008531	 	 	 	 	
equi crea idoc	 142650	 	 	 	 	 	 000000000010011963000000000000008535	 	 	 	 	
equi crea idoc	 142651	 	 	 	 	 	 000000000010011968000000000000008540	 	 	 	 	
equi crea idoc	 142652	 	 	 	 	 	 000000000010011976000000000000008548	 	 	 	 	
adv ship 01	 adv ship 01	 95	 	 	 	 	 004000002519	 	 	 	 	
adv ship 01	 adv ship 01	 96	 	 	 	 	                                                                                                   0	 	 	 	 	
adv ship 01	 adv ship 01	 97	 	 	 	 	 OR004000002519	 	 	 	 	
equi crea idoc	 142653	 	 	 	 	 	 000000000010011986000000000000008558	 	 	 	 	
adv ship 01	 adv ship 01	 99	 	 	 	 	 0101200021	 	 	 	 	
adv ship 01	 adv ship 01	 98	 	 	 	 	 0101200021	 	 	 	 	
adv ship 01	 adv ship 01	   1	 S	 	 V4	 233	 VBAKKOM	 	 	 	 	
adv ship 01	 adv ship 01	   2	 S	 	 V1	 311	 CC Advance Shipment	 0000003629	 	 	 	
adv ship 01	 adv ship 01	   3	 S	 	 V1	 311	 CC Advance Shipment	 0000003629	 	 	 	
equi crea idoc	 142654	 	 	 	 	 	 000000000010011994000000000000008566	 	 	 	 	
equi crea idoc	 142655	 	 	 	 	 	 000000000010012004000000000000008576	 	 	 	 	
equi crea idoc	 142656	 	 	 	 	 	 000000000010012011000000000000008583	 	 	 	 	
equi crea idoc	 142657	 	 	 	 	 	 000000000010012022000000000000008594	 	 	 	 	
equi crea idoc	 142658	 	 	 	 	 	 000000000010012032000000000000008604	 	 	 	 	
equi crea idoc	 142659	 	 	 	 	 	 000000000010012040000000000000008612	 	 	 	 	
equi crea idoc	 142700	 	 	 	 	 	 000000000010012048000000000000008620	 	 	 	 	
equi crea idoc	 142701	 	 	 	 	 	 000000000010012055000000000000008627	 	 	 	 	
equi crea idoc	 142702	 	 	 	 	 	 000000000010012060000000000000008632	 	 	 	 	
equi crea idoc	 142703	 	 	 	 	 	 000000000010012067000000000000008639	 	 	 	 	
equi crea idoc	 142704	 	 	 	 	 	 000000000010012079000000000000008651	 	 	 	 	
equi crea idoc	 142705	 	 	 	 	 	 000000000010012080000000000000008652	 	 	 	 	
equi crea idoc	 142706	 	 	 	 	 	 000000000010012088000000000000008660	 	 	 	 	
equi crea idoc	 142707	 	 	 	 	 	 000000000010012090000000000000008662	 	 	 	 	
equi crea idoc	 142708	 	 	 	 	 	 000000000010012102000000000000008674	 	 	 	 	
equi crea idoc	 142709	 	 	 	 	 	 000000000010012104000000000000008676	 	 	 	 	
equi crea idoc	 142710	 	 	 	 	 	 000000000010012115000000000000008687	 	 	 	 	
equi crea idoc	 142711	 	 	 	 	 	 000000000010012119000000000000008691	 	 	 	 	
equi crea idoc	 142712	 	 	 	 	 	 000000000010012124000000000000008696	 	 	 	 	
equi crea idoc	 142713	 	 	 	 	 	 000000000010012132000000000000008704	 	 	 	 	
equi crea idoc	 142714	 	 	 	 	 	 000000000010012135000000000000008707	 	 	 	 	
equi crea idoc	 142715	 	 	 	 	 	 000000000010012140000000000000008712	 	 	 	 	
equi crea idoc	 142717	 	 	 	 	 	 000000000010012142000000000000008714	 	 	 	 	
equi crea idoc	 142718	 	 	 	 	 	 000000000010012150000000000000008722	 	 	 	 	
equi crea idoc	 142719	 	 	 	 	 	 000000000010012153000000000000008725	 	 	 	 	
equi crea idoc	 142720	 	 	 	 	 	 000000000010012165000000000000008737	 	 	 	 	
equi crea idoc	 142721	 	 	 	 	 	 000000000010012166000000000000008738	 	 	 	 	
equi crea idoc	 142722	 	 	 	 	 	 000000000010012169000000000000008741	 	 	 	 	
equi crea idoc	 142723	 	 	 	 	 	 000000000010012181000000000000008753	 	 	 	 	
equi crea idoc	 142724	 	 	 	 	 	 000000000010012183000000000000008755	 	 	 	 	
equi crea idoc	 142725	 	 	 	 	 	 000000000010012194000000000000008766	 	 	 	 	
equi crea idoc	 142726	 	 	 	 	 	 000000000010012200000000000000008772	 	 	 	 	
equi crea idoc	 142727	 	 	 	 	 	 000000000010012204000000000000008776	 	 	 	 	
equi crea idoc	 142728	 	 	 	 	 	 000000000010012218000000000000008790	 	 	 	 	
equi crea idoc	 142729	 	 	 	 	 	 000000000010012224000000000000008796	 	 	 	 	
equi crea idoc	 142730	 	 	 	 	 	 000000000010012230000000000000008802	 	 	 	 	
equi crea idoc	 142731	 	 	 	 	 	 000000000010012243000000000000008815	 	 	 	 	
equi crea idoc	 142732	 	 	 	 	 	 000000000010012244000000000000008816	 	 	 	 	
equi crea idoc	 142733	 	 	 	 	 	 000000000010012252000000000000008824	 	 	 	 	
equi crea idoc	 142734	 	 	 	 	 	 000000000010012256000000000000008828	 	 	 	 	
equi crea idoc	 142735	 	 	 	 	 	 000000000010012265000000000000008837	 	 	 	 	
equi crea idoc	 142736	 	 	 	 	 	 000000000010012272000000000000008844	 	 	 	 	
equi crea idoc	 142737	 	 	 	 	 	 000000000010012286000000000000008858	 	 	 	 	
equi crea idoc	 142738	 	 	 	 	 	 000000000010012295000000000000008867	 	 	 	 	
equi crea idoc	 142739	 	 	 	 	 	 000000000010012298000000000000008870	 	 	 	 	
equi crea idoc	 142740	 	 	 	 	 	 000000000010012309000000000000008881	 	 	 	 	
equi crea idoc	 142741	 	 	 	 	 	 000000000010012314000000000000008886	 	 	 	 	
equi crea idoc	 142742	 	 	 	 	 	 000000000010012316000000000000008888	 	 	 	 	
equi crea idoc	 142743	 	 	 	 	 	 000000000010012331000000000000008903	 	 	 	 	
equi crea idoc	 142744	 	 	 	 	 	 000000000010012339000000000000008911	 	 	 	 	
equi crea idoc	 142745	 	 	 	 	 	 000000000010012344000000000000008916	 	 	 	 	
equi crea idoc	 142746	 	 	 	 	 	 000000000010012347000000000000008919	 	 	 	 	
equi crea idoc	 142747	 	 	 	 	 	 000000000010012359000000000000008931	 	 	 	 	
equi crea idoc	 142748	 	 	 	 	 	 000000000010012364000000000000008936	 	 	 	 	
equi crea idoc	 142749	 	 	 	 	 	 000000000010012375000000000000008947	 	 	 	 	
equi crea idoc	 142750	 	 	 	 	 	 000000000010012380000000000000008952	 	 	 	 	
equi crea idoc	 142751	 	 	 	 	 	 000000000010012386000000000000008958	 	 	 	 	
equi crea idoc	 142752	 	 	 	 	 	 000000000010012387000000000000008959	 	 	 	 	
equi crea idoc	 142753	 	 	 	 	 	 000000000010012388000000000000008960	 	 	 	 	
equi crea idoc	 142754	 	 	 	 	 	 000000000010012402000000000000008974	 	 	 	 	
equi crea idoc	 142755	 	 	 	 	 	 000000000010012397000000000000008969	 	 	 	 	
equi crea idoc	 142756	 	 	 	 	 	 000000000010012413000000000000008985	 	 	 	 	
equi crea idoc	 142757	 	 	 	 	 	 000000000010012426000000000000008998	 	 	 	 	
equi crea idoc	 142758	 	 	 	 	 	 000000000010012423000000000000008995	 	 	 	 	
equi crea idoc	 142759	 	 	 	 	 	 000000000010012436000000000000009008	 	 	 	 	
equi crea idoc	 142800	 	 	 	 	 	 000000000010012444000000000000009016	 	 	 	 	
equi crea idoc	 142801	 	 	 	 	 	 000000000010012447000000000000009019	 	 	 	 	
equi crea idoc	 142802	 	 	 	 	 	 000000000010012456000000000000009028	 	 	 	 	
equi crea idoc	 142803	 	 	 	 	 	 000000000010012464000000000000009036	 	 	 	 	
equi crea idoc	 142804	 	 	 	 	 	 000000000010012474000000000000009046	 	 	 	 	
equi crea idoc	 142805	 	 	 	 	 	 000000000010012478000000000000009050	 	 	 	 	
equi crea idoc	 142806	 	 	 	 	 	 000000000010012487000000000000009059	 	 	 	 	
equi crea idoc	 142807	 	 	 	 	 	 000000000010012489000000000000009061	 	 	 	 	
equi crea idoc	 142808	 	 	 	 	 	 000000000010012503000000000000009075	 	 	 	 	
equi crea idoc	 142809	 	 	 	 	 	 000000000010012508000000000000009080	 	 	 	 	
equi crea idoc	 142810	 	 	 	 	 	 000000000010012519000000000000009091	 	 	 	 	
equi crea idoc	 142811	 	 	 	 	 	 000000000010012522000000000000009094	 	 	 	 	
equi crea idoc	 142812	 	 	 	 	 	 000000000010012528000000000000009100	 	 	 	 	
equi crea idoc	 142813	 	 	 	 	 	 000000000010012535000000000000009107	 	 	 	 	
equi crea idoc	 142814	 	 	 	 	 	 000000000010012545000000000000009117	 	 	 	 	
equi crea idoc	 142815	 	 	 	 	 	 000000000010012549000000000000009121	 	 	 	 	
equi crea idoc	 142816	 	 	 	 	 	 000000000010012562000000000000009134	 	 	 	 	
equi crea idoc	 142817	 	 	 	 	 	 000000000010012570000000000000009142	 	 	 	 	
equi crea idoc	 142818	 	 	 	 	 	 000000000010012579000000000000009151	 	 	 	 	
equi crea idoc	 142819	 	 	 	 	 	 000000000010012588000000000000009160	 	 	 	 	
equi crea idoc	 142820	 	 	 	 	 	 000000000010012593000000000000009165	 	 	 	 	
equi crea idoc	 142821	 	 	 	 	 	 000000000010012608000000000000009180	 	 	 	 	
equi crea idoc	 142822	 	 	 	 	 	 000000000010012613000000000000009185	 	 	 	 	
equi crea idoc	 142823	 	 	 	 	 	 000000000010012620000000000000009192	 	 	 	 	
equi crea idoc	 142824	 	 	 	 	 	 000000000010012628000000000000009200	 	 	 	 	
equi crea idoc	 142825	 	 	 	 	 	 000000000010012637000000000000009209	 	 	 	 	
equi crea idoc	 142826	 	 	 	 	 	 000000000010012645000000000000009217	 	 	 	 	
equi crea idoc	 142827	 	 	 	 	 	 000000000010012658000000000000009230	 	 	 	 	
equi crea idoc	 142828	 	 	 	 	 	 000000000010012660000000000000009232	 	 	 	 	
equi crea idoc	 142829	 	 	 	 	 	 000000000010012669000000000000009241	 	 	 	 	
equi crea idoc	 142830	 	 	 	 	 	 000000000010012672000000000000009244	 	 	 	 	
equi crea idoc	 142831	 	 	 	 	 	 000000000010012679000000000000009251	 	 	 	 	
equi crea idoc	 142832	 	 	 	 	 	 000000000010012687000000000000009259	 	 	 	 	
equi crea idoc	 142833	 	 	 	 	 	 000000000010012694000000000000009266	 	 	 	 	
equi crea idoc	 142834	 	 	 	 	 	 000000000010012702000000000000009274	 	 	 	 	
equi crea idoc	 142835	 	 	 	 	 	 000000000010012713000000000000009285	 	 	 	 	
equi crea idoc	 142836	 	 	 	 	 	 000000000010012720000000000000009292	 	 	 	 	
equi crea idoc	 142837	 	 	 	 	 	 000000000010012726000000000000009298	 	 	 	 	
equi crea idoc	 142838	 	 	 	 	 	 000000000010012738000000000000009310	 	 	 	 	
equi crea idoc	 142839	 	 	 	 	 	 000000000010012740000000000000009312	 	 	 	 	
equi crea idoc	 142840	 	 	 	 	 	 000000000010012750000000000000009322	 	 	 	 	
equi crea idoc	 142841	 	 	 	 	 	 000000000010012754000000000000009326	 	 	 	 	
equi crea idoc	 142842	 	 	 	 	 	 000000000010012763000000000000009335	 	 	 	 	
equi crea idoc	 142843	 	 	 	 	 	 000000000010012766000000000000009338	 	 	 	 	
equi crea idoc	 142844	 	 	 	 	 	 000000000010012767000000000000009339	 	 	 	 	
equi crea idoc	 142845	 	 	 	 	 	 000000000010012771000000000000009343	 	 	 	 	
equi crea idoc	 142846	 	 	 	 	 	 000000000010012787000000000000009359	 	 	 	 	
equi crea idoc	 142847	 	 	 	 	 	 000000000010012796000000000000009368	 	 	 	 	
equi crea idoc	 142848	 	 	 	 	 	 000000000010012799000000000000009371	 	 	 	 	
equi crea idoc	 142849	 	 	 	 	 	 000000000010012809000000000000009381	 	 	 	 	
equi crea idoc	 142850	 	 	 	 	 	 000000000010012816000000000000009388	 	 	 	 	
equi crea idoc	 142851	 	 	 	 	 	 000000000010012824000000000000009396	 	 	 	 	
equi crea idoc	 142852	 	 	 	 	 	 000000000010012833000000000000009405	 	 	 	 	
equi crea idoc	 142853	 	 	 	 	 	 000000000010012831000000000000009403	 	 	 	 	
equi crea idoc	 142854	 	 	 	 	 	 000000000010012837000000000000009409	 	 	 	 	
equi crea idoc	 142856	 	 	 	 	 	 000000000010012843000000000000009415	 	 	 	 	
equi crea idoc	 142857	 	 	 	 	 	 000000000010012849000000000000009421	 	 	 	 	
equi crea idoc	 142858	 	 	 	 	 	 000000000010012856000000000000009428	 	 	 	 	
equi crea idoc	 142859	 	 	 	 	 	 000000000010012862000000000000009434	 	 	 	 	
equi crea idoc	 142900	 	 	 	 	 	 000000000010012871000000000000009443	 	 	 	 	
equi crea idoc	 142901	 	 	 	 	 	 000000000010012872000000000000009444	 	 	 	 	
equi crea idoc	 142902	 	 	 	 	 	 000000000010012876000000000000009448	 	 	 	 	
equi crea idoc	 142903	 	 	 	 	 	 000000000010012883000000000000009455	 	 	 	 	
equi crea idoc	 142904	 	 	 	 	 	 000000000010012893000000000000009465	 	 	 	 	
equi crea idoc	 142905	 	 	 	 	 	 000000000010012898000000000000009470	 	 	 	 	
equi crea idoc	 142906	 	 	 	 	 	 000000000010012911000000000000009483	 	 	 	 	
equi crea idoc	 142907	 	 	 	 	 	 000000000010012915000000000000009487	 	 	 	 	
equi crea idoc	 142908	 	 	 	 	 	 000000000010012924000000000000009496	 	 	 	 	
equi crea idoc	 142909	 	 	 	 	 	 000000000010012931000000000000009503	 	 	 	 	
equi crea idoc	 142910	 	 	 	 	 	 000000000010012941000000000000009513	 	 	 	 	
equi crea idoc	 142911	 	 	 	 	 	 000000000010012947000000000000009519	 	 	 	 	
equi crea idoc	 142912	 	 	 	 	 	 000000000010012960000000000000009532	 	 	 	 	
