Table for Profit center derivation on Class


MANDT	 SPART	 BRAN1	 CLASS
X	 X	 X	
MANDT-CLNT(3)	 SPART-CHAR(2)	 BRACO-CHAR(10)	 CHAR4-CHAR(4)
100	 01	 611691	 GIN
100	 01	 611692	 GIN
100	 01	 611699	 GIN
100	 01	 6117	 GIN
100	 01	 61171	 GIN
100	 01	 611710	 GIN
100	 01	 6211	 GIN
100	 01	 62111	 GIN
100	 01	 621111	 GIN
100	 01	 621112	 GIN
100	 01	 6212	 GIN
100	 01	 62121	 GIN
100	 01	 621210	 GIN
100	 01	 6213	 GIN
100	 01	 62131	 GIN
100	 01	 621310	 GIN
100	 01	 62132	 GIN
100	 01	 621320	 GIN
100	 01	 62133	 GIN
100	 01	 621330	 GIN
100	 01	 62134	 GIN
100	 01	 621340	 GIN
100	 01	 62139	 GIN
100	 01	 621391	 GIN
100	 01	 621399	 GIN
100	 01	 6214	 GIN
100	 01	 62141	 GIN
100	 01	 621410	 GIN
100	 01	 62142	 GIN
100	 01	 621420	 GIN
100	 01	 62149	 GIN
100	 01	 621491	 GIN
100	 01	 621492	 GIN
100	 01	 621493	 GIN
100	 01	 621498	 GIN
100	 01	 6215	 GIN
100	 01	 62151	 GIN
100	 01	 621511	 GIN
100	 01	 621512	 GIN
100	 01	 6216	 GIN
100	 01	 62161	 GIN
100	 01	 621610	 GIN
100	 01	 6219	 GIN
100	 01	 62191	 GIN
100	 01	 621910	 GIN
100	 01	 62199	 GIN
100	 01	 621991	 GIN
100	 01	 621999	 GIN
100	 01	 6221	 GIN
100	 01	 62211	 GIN
100	 01	 622110	 GIN
100	 01	 6222	 GIN
100	 01	 62221	 GIN
100	 01	 622210	 GIN
100	 01	 6223	 GIN
100	 01	 62231	 GIN
100	 01	 622310	 GIN
100	 01	 6231	 GIN
100	 01	 62311	 GIN
100	 01	 623110	 GIN
100	 01	 6232	 GIN
100	 01	 62321	 GIN
100	 01	 623210	 GIN
100	 01	 62322	 GIN
100	 01	 623220	 GIN
100	 01	 6233	 GIN
100	 01	 62331	 GIN
100	 01	 623311	 GIN
100	 01	 623312	 GIN
100	 01	 6239	 GIN
100	 01	 62399	 GIN
100	 01	 623990	 GIN
100	 01	 6241	 GIN
100	 01	 62411	 GIN
100	 01	 624110	 GIN
100	 01	 62412	 GIN
100	 01	 624120	 GIN
100	 01	 62419	 GIN
100	 01	 624190	 GIN
100	 01	 6242	 GIN
100	 01	 62421	 GIN
100	 01	 624210	 GIN
100	 01	 62422	 GIN
100	 01	 624221	 GIN
100	 01	 624229	 GIN
100	 01	 62423	 GIN
100	 01	 624230	 GIN
100	 01	 6243	 GIN
100	 01	 62431	 GIN
100	 01	 624310	 GIN
100	 01	 6244	 GIN
100	 01	 62441	 GIN
100	 01	 624410	 GIN
100	 01	 7111	 GIN
100	 01	 71111	 GIN
100	 01	 711110	 GIN
100	 01	 71112	 GIN
100	 01	 711120	 GIN
100	 01	 71113	 GIN
100	 01	 711130	 GIN
100	 01	 71119	 GIN
100	 01	 711190	 GIN
100	 01	 7112	 GIN
100	 01	 71121	 GIN
100	 01	 711211	 GIN
100	 01	 711212	 GIN
100	 01	 711219	 GIN
100	 01	 7113	 GIN
100	 01	 71131	 GIN
100	 01	 711310	 GIN
100	 01	 71132	 GIN
100	 01	 711320	 GIN
100	 01	 7114	 GIN
100	 01	 71141	 GIN
100	 01	 711410	 GIN
100	 01	 7115	 GIN
100	 01	 71151	 GIN
100	 01	 711510	 GIN
100	 01	 7121	 GIN
100	 01	 71211	 GIN
100	 01	 712110	 GIN
100	 01	 71212	 GIN
100	 01	 712120	 GIN
100	 01	 71213	 GIN
100	 01	 712130	 GIN
100	 01	 71219	 GIN
100	 01	 712190	 GIN
100	 01	 7131	 GIN
100	 01	 71311	 GIN
100	 01	 713110	 GIN
100	 01	 71312	 GIN
100	 01	 713120	 GIN
100	 01	 7132	 GIN
100	 01	 71321	 GIN
100	 01	 713210	 GIN
100	 01	 71329	 GIN
100	 01	 713290	 GIN
100	 01	 7139	 GIN
100	 01	 71391	 GIN
100	 01	 713910	 GIN
100	 01	 71392	 GIN
100	 01	 713920	 GIN
100	 01	 71393	 GIN
100	 01	 713930	 GIN
100	 01	 71394	 GIN
100	 01	 713940	 GIN
100	 01	 71395	 GIN
100	 01	 713950	 GIN
100	 01	 71399	 GIN
100	 01	 713990	 GIN
100	 01	 7211	 GIN
100	 01	 72111	 GIN
100	 01	 721110	 GIN
100	 01	 72112	 GIN
100	 01	 721120	 GIN
100	 01	 72119	 GIN
100	 01	 721191	 GIN
100	 01	 721199	 GIN
100	 01	 7212	 GIN
100	 01	 72121	 GIN
100	 01	 721211	 GIN
100	 01	 721214	 GIN
100	 01	 7213	 GIN
100	 01	 72131	 GIN
100	 01	 721310	 GIN
100	 01	 7221	 GIN
100	 01	 72211	 GIN
100	 01	 722110	 GIN
100	 01	 7222	 GIN
100	 01	 72221	 GIN
100	 01	 722211	 GIN
100	 01	 722212	 GIN
100	 01	 722213	 GIN
100	 01	 7223	 GIN
100	 01	 72231	 GIN
100	 01	 722310	 GIN
100	 01	 72232	 GIN
100	 01	 722320	 GIN
100	 01	 72233	 GIN
100	 01	 722330	 GIN
100	 01	 7224	 GIN
100	 01	 72241	 GIN
100	 01	 722410	 GIN
100	 01	 8111	 GIN
100	 01	 81111	 GIN
100	 01	 811111	 GIN
100	 01	 811112	 GIN
100	 01	 811113	 GIN
100	 01	 811118	 GIN
100	 01	 81112	 GIN
100	 01	 811121	 GIN
100	 01	 811122	 GIN
100	 01	 81119	 GIN
100	 01	 811191	 GIN
100	 01	 811192	 GIN
100	 01	 811198	 GIN
100	 01	 8112	 GIN
100	 01	 81121	 GIN
100	 01	 811211	 GIN
100	 01	 811212	 GIN
100	 01	 811213	 GIN
100	 01	 811219	 GIN
100	 01	 8113	 GIN
100	 01	 81131	 GIN
100	 01	 811310	 GIN
100	 01	 8114	 GIN
100	 01	 81141	 GIN
100	 01	 811411	 GIN
100	 01	 811412	 GIN
100	 01	 81142	 GIN
100	 01	 811420	 GIN
100	 01	 81143	 GIN
100	 01	 811430	 GIN
100	 01	 81149	 GIN
100	 01	 811490	 GIN
100	 01	 8121	 GIN
100	 01	 81211	 GIN
100	 01	 812111	 GIN
100	 01	 812112	 GIN
100	 01	 812113	 GIN
100	 01	 81219	 GIN
100	 01	 812191	 GIN
100	 01	 812199	 GIN
100	 01	 8122	 GIN
100	 01	 81221	 GIN
100	 01	 812210	 GIN
100	 01	 81222	 GIN
100	 01	 812220	 GIN
100	 01	 8123	 GIN
100	 01	 81231	 GIN
100	 01	 812310	 GIN
100	 01	 81232	 GIN
100	 01	 812320	 GIN
100	 01	 81233	 GIN
100	 01	 812331	 GIN
100	 01	 812332	 GIN
100	 01	 8129	 GIN
100	 01	 81291	 GIN
100	 01	 812910	 GIN
100	 01	 81292	 GIN
100	 01	 812921	 GIN
100	 01	 812922	 GIN
100	 01	 81293	 GIN
100	 01	 812930	 GIN
100	 01	 81299	 GIN
100	 01	 812990	 GIN
100	 01	 8131	 GIN
100	 01	 81311	 GIN
100	 01	 813110	 GIN
100	 01	 8132	 GIN
100	 01	 81321	 GIN
100	 01	 813211	 GIN
100	 01	 813212	 GIN
100	 01	 813219	 GIN
100	 01	 8133	 GIN
100	 01	 81331	 GIN
100	 01	 813311	 GIN
100	 01	 813312	 GIN
100	 01	 813319	 GIN
100	 01	 8134	 GIN
100	 01	 81341	 GIN
100	 01	 813410	 GIN
100	 01	 8139	 GIN
100	 01	 81391	 GIN
100	 01	 813910	 GIN
100	 01	 81392	 GIN
100	 01	 813920	 GIN
100	 01	 81393	 GIN
100	 01	 813930	 GIN
100	 01	 81394	 GIN
100	 01	 813940	 GIN
100	 01	 81399	 GIN
100	 01	 813990	 GIN
100	 01	 8141	 GIN
100	 01	 81411	 GIN
100	 01	 814110	 GIN
100	 01	 9211	 GIN
100	 01	 92111	 GIN
100	 01	 921110	 GIN
100	 01	 92112	 GIN
100	 01	 921120	 GIN
100	 01	 92113	 GIN
100	 01	 921130	 GIN
100	 01	 92114	 GIN
100	 01	 921140	 GIN
100	 01	 92115	 GIN
100	 01	 921150	 GIN
100	 01	 92119	 GIN
100	 01	 921190	 GIN
100	 01	 9221	 GIN
100	 01	 92211	 GIN
100	 01	 922110	 GIN
100	 01	 92212	 GIN
100	 01	 922120	 GIN
100	 01	 92213	 GIN
100	 01	 922130	 GIN
100	 01	 92214	 GIN
100	 01	 922140	 GIN
100	 01	 92215	 GIN
100	 01	 922150	 GIN
100	 01	 92216	 GIN
100	 01	 922160	 GIN
100	 01	 92219	 GIN
100	 01	 922190	 GIN
100	 01	 9231	 GIN
100	 01	 92311	 GIN
100	 01	 923110	 GIN
100	 01	 92312	 GIN
100	 01	 923120	 GIN
100	 01	 92313	 GIN
100	 01	 923130	 GIN
100	 01	 92314	 GIN
100	 01	 923140	 GIN
100	 01	 9241	 GIN
100	 01	 92411	 GIN
100	 01	 924110	 GIN
100	 01	 92412	 GIN
100	 01	 924120	 GIN
100	 01	 9251	 GIN
100	 01	 92511	 GIN
100	 01	 925110	 GIN
100	 01	 92512	 GIN
100	 01	 925120	 GIN
100	 01	 9261	 GIN
100	 01	 92611	 GIN
100	 01	 926110	 GIN
100	 01	 92612	 GIN
100	 01	 926120	 GIN
100	 01	 92613	 GIN
100	 01	 926130	 GIN
100	 01	 92614	 GIN
100	 01	 926140	 GIN
100	 01	 92615	 GIN
100	 01	 926150	 GIN
100	 01	 9271	 GIN
100	 01	 92711	 GIN
100	 01	 927110	 GIN
100	 01	 9281	 GIN
100	 01	 92811	 GIN
100	 01	 928110	 GIN
100	 01	 92812	 GIN
100	 01	 928120	 GIN
100	 01	 99999	 SCE
100	 02	 336111C	 MVI
100	 04	 1111	 CPVS
100	 04	 11111	 CPVS
100	 04	 111110	 CPVS
100	 04	 11112	 CPVS
100	 04	 111120	 CPVS
100	 04	 11113	 CPVS
100	 04	 111130	 CPVS
100	 04	 11114	 CPVS
100	 04	 111140	 CPVS
100	 04	 11115	 CPVS
100	 04	 111150	 CPVS
100	 04	 11116	 CPVS
100	 04	 111160	 CPVS
100	 04	 11119	 CPVS
100	 04	 111191	 CPVS
100	 04	 111199	 CPVS
100	 04	 1112	 CPVS
100	 04	 11121	 CPVS
100	 04	 111211	 CPVS
100	 04	 111219	 CPVS
100	 04	 1113	 CPVS
100	 04	 11131	 CPVS
100	 04	 111310	 CPVS
100	 04	 11132	 CPVS
100	 04	 111320	 CPVS
100	 04	 11133	 CPVS
100	 04	 111331	 CPVS
100	 04	 111332	 CPVS
100	 04	 111333	 CPVS
100	 04	 111334	 CPVS
100	 04	 111335	 CPVS
100	 04	 111336	 CPVS
100	 04	 111339	 CPVS
100	 04	 1114	 CPVS
100	 04	 11141	 CPVS
100	 04	 111411	 CPVS
100	 04	 111419	 CPVS
100	 04	 11142	 CPVS
100	 04	 111421	 CPVS
100	 04	 111422	 CPVS
100	 04	 1119	 CPVS
100	 04	 11191	 CPVS
100	 04	 111910	 CPVS
100	 04	 11192	 CPVS
100	 04	 111920	 CPVS
100	 04	 11193	 CPVS
100	 04	 111930	 CPVS
100	 04	 11194	 CPVS
100	 04	 111940	 CPVS
100	 04	 11199	 CPVS
100	 04	 111991	 CPVS
100	 04	 111992	 CPVS
100	 04	 111998	 CPVS
100	 04	 1121	 CPVS
100	 04	 11211	 CPVS
100	 04	 112111	 CPVS
100	 04	 112112	 CPVS
100	 04	 11212	 CPVS
100	 04	 112120	 CPVS
100	 04	 11213	 CPVS
100	 04	 112130	 CPVS
100	 04	 1122	 CPVS
100	 04	 11221	 CPVS
100	 04	 112210	 CPVS
100	 04	 1123	 CPVS
100	 04	 11231	 CPVS
100	 04	 112310	 CPVS
100	 04	 11232	 CPVS
100	 04	 112320	 CPVS
100	 04	 11233	 CPVS
100	 04	 112330	 CPVS
100	 04	 11234	 CPVS
100	 04	 112340	 CPVS
100	 04	 11239	 CPVS
100	 04	 112390	 CPVS
100	 04	 1124	 CPVS
100	 04	 11241	 CPVS
100	 04	 112410	 CPVS
100	 04	 11242	 CPVS
100	 04	 112420	 CPVS
100	 04	 1125	 CPVS
100	 04	 11251	 CPVS
100	 04	 112511	 CPVS
100	 04	 112512	 CPVS
100	 04	 112519	 CPVS
100	 04	 1129	 CPVS
100	 04	 11291	 CPVS
100	 04	 112910	 CPVS
100	 04	 11292	 CPVS
100	 04	 112920	 CPVS
100	 04	 11293	 CPVS
100	 04	 112930	 CPVS
100	 04	 11299	 CPVS
100	 04	 112990	 CPVS
100	 04	 1131	 CPVS
100	 04	 11311	 CPVS
100	 04	 113110	 CPVS
100	 04	 1132	 CPVS
100	 04	 11321	 CPVS
100	 04	 113210	 CPVS
100	 04	 1133	 CPVS
100	 04	 11331	 CPVS
100	 04	 113310	 CPVS
100	 04	 1141	 CPVS
100	 04	 11411	 CPVS
100	 04	 114111	 CPVS
100	 04	 114112	 CPVS
100	 04	 114119	 CPVS
100	 04	 1142	 CPVS
100	 04	 11421	 CPVS
100	 04	 114210	 CPVS
100	 04	 1151	 CPVS
100	 04	 11511	 CPVS
100	 04	 115111	 CPVS
100	 04	 115112	 CPVS
100	 04	 115113	 CPVS
100	 04	 115114	 CPVS
100	 04	 115115	 CPVS
100	 04	 115116	 CPVS
100	 04	 1152	 CPVS
100	 04	 11521	 CPVS
100	 04	 115210	 CPVS
100	 04	 1153	 CPVS
100	 04	 11531	 CPVS
100	 04	 115310	 CPVS
100	 04	 2111	 CPVS
100	 04	 21111	 CPVS
100	 04	 211111	 CPVS
100	 04	 211112	 CPVS
100	 04	 2121	 CPVS
100	 04	 21211	 CPVS
100	 04	 212111	 CPVS
100	 04	 212112	 CPVS
100	 04	 212113	 CPVS
100	 04	 2122	 CPVS
100	 04	 21221	 CPVS
100	 04	 212210	 CPVS
100	 04	 21222	 CPVS
100	 04	 212221	 CPVS
100	 04	 212222	 CPVS
100	 04	 21223	 CPVS
100	 04	 212231	 CPVS
100	 04	 212234	 CPVS
100	 04	 21229	 CPVS
100	 04	 212291	 CPVS
100	 04	 212299	 CPVS
100	 04	 2123	 CPVS
100	 04	 21231	 CPVS
100	 04	 212311	 CPVS
100	 04	 212312	 CPVS
100	 04	 212313	 CPVS
100	 04	 212319	 CPVS
100	 04	 21232	 CPVS
100	 04	 212321	 CPVS
100	 04	 212322	 CPVS
100	 04	 212324	 CPVS
100	 04	 212325	 CPVS
100	 04	 21239	 CPVS
100	 04	 212391	 CPVS
100	 04	 212392	 CPVS
100	 04	 212393	 CPVS
100	 04	 212399	 CPVS
100	 04	 2131	 CPVS
100	 04	 21311	 CPVS
100	 04	 213111	 CPVS
100	 04	 213112	 CPVS
100	 04	 213113	 CPVS
100	 04	 213114	 CPVS
100	 04	 213115	 CPVS
100	 04	 2211	 CPVS
100	 04	 22111	 CPVS
100	 04	 221111	 CPVS
100	 04	 221112	 CPVS
100	 04	 221113	 CPVS
100	 04	 221119	 CPVS
100	 04	 22112	 CPVS
100	 04	 221121	 CPVS
100	 04	 221122	 CPVS
100	 04	 2212	 CPVS
100	 04	 22121	 CPVS
100	 04	 221210	 CPVS
100	 04	 2213	 CPVS
100	 04	 22131	 CPVS
100	 04	 221310	 CPVS
100	 04	 22132	 CPVS
100	 04	 221320	 CPVS
100	 04	 22133	 CPVS
100	 04	 221330	 CPVS
100	 04	 2361	 CPVS
100	 04	 23611	 CPVS
100	 04	 236115	 CPVS
100	 04	 236116	 CPVS
100	 04	 236117	 CPVS
100	 04	 236118	 CPVS
100	 04	 2362	 CPVS
100	 04	 23621	 CPVS
100	 04	 236210	 CPVS
100	 04	 23622	 CPVS
100	 04	 236220	 CPVS
100	 04	 2371	 CPVS
100	 04	 23711	 CPVS
100	 04	 237110	 CPVS
100	 04	 23712	 CPVS
100	 04	 237120	 CPVS
100	 04	 23713	 CPVS
100	 04	 237130	 CPVS
100	 04	 2372	 CPVS
100	 04	 23721	 CPVS
100	 04	 237210	 CPVS
100	 04	 2373	 CPVS
100	 04	 23731	 CPVS
100	 04	 237310	 CPVS
100	 04	 2379	 CPVS
100	 04	 23799	 CPVS
100	 04	 237990	 CPVS
100	 04	 2381	 CPVS
100	 04	 23811	 CPVS
100	 04	 238110	 CPVS
100	 04	 23812	 CPVS
100	 04	 238120	 CPVS
100	 04	 23813	 CPVS
100	 04	 238130	 CPVS
100	 04	 23814	 CPVS
100	 04	 238140	 CPVS
100	 04	 23815	 CPVS
100	 04	 238150	 CPVS
100	 04	 23816	 CPVS
100	 04	 238160	 CPVS
100	 04	 23817	 CPVS
100	 04	 238170	 CPVS
100	 04	 23819	 CPVS
100	 04	 238190	 CPVS
100	 04	 2382	 CPVS
100	 04	 23821	 CPVS
100	 04	 238210	 CPVS
100	 04	 23822	 CPVS
100	 04	 238220	 CPVS
100	 04	 23829	 CPVS
100	 04	 238290	 CPVS
100	 04	 2383	 CPVS
100	 04	 23831	 CPVS
100	 04	 238310	 CPVS
100	 04	 23832	 CPVS
100	 04	 238320	 CPVS
100	 04	 23833	 CPVS
100	 04	 238330	 CPVS
100	 04	 23834	 CPVS
100	 04	 238340	 CPVS
100	 04	 23835	 CPVS
100	 04	 238350	 CPVS
100	 04	 23839	 CPVS
100	 04	 238390	 CPVS
100	 04	 2389	 CPVS
100	 04	 23891	 CPVS
100	 04	 238910	 CPVS
100	 04	 23899	 CPVS
100	 04	 238990	 CPVS
100	 04	 3111	 CPVS
100	 04	 31111	 CPVS
100	 04	 311111	 CPVS
100	 04	 311119	 CPVS
100	 04	 3112	 CPVS
100	 04	 31121	 CPVS
100	 04	 311211	 CPVS
100	 04	 311212	 CPVS
100	 04	 311213	 CPVS
100	 04	 31122	 CPVS
100	 04	 311221	 CPVS
100	 04	 311222	 CPVS
100	 04	 311223	 CPVS
100	 04	 311225	 CPVS
100	 04	 31123	 CPVS
100	 04	 311230	 CPVS
100	 04	 3113	 CPVS
100	 04	 31131	 CPVS
100	 04	 311311	 CPVS
100	 04	 311312	 CPVS
100	 04	 311313	 CPVS
100	 04	 31132	 CPVS
100	 04	 311320	 CPVS
100	 04	 31133	 CPVS
100	 04	 311330	 CPVS
100	 04	 31134	 CPVS
100	 04	 311340	 CPVS
100	 04	 3114	 CPVS
100	 04	 31141	 CPVS
100	 04	 311411	 CPVS
100	 04	 311412	 CPVS
100	 04	 31142	 CPVS
100	 04	 311421	 CPVS
100	 04	 311422	 CPVS
100	 04	 311423	 CPVS
100	 04	 3115	 CPVS
100	 04	 31151	 CPVS
100	 04	 311511	 CPVS
100	 04	 311512	 CPVS
100	 04	 311513	 CPVS
100	 04	 311514	 CPVS
100	 04	 31152	 CPVS
100	 04	 311520	 CPVS
100	 04	 3116	 CPVS
100	 04	 31161	 CPVS
100	 04	 311611	 CPVS
100	 04	 311612	 CPVS
100	 04	 311613	 CPVS
100	 04	 311615	 CPVS
100	 04	 3117	 CPVS
100	 04	 31171	 CPVS
100	 04	 311711	 CPVS
100	 04	 311712	 CPVS
100	 04	 3118	 CPVS
100	 04	 31181	 CPVS
100	 04	 311811	 CPVS
100	 04	 311812	 CPVS
100	 04	 311813	 CPVS
100	 04	 31182	 CPVS
100	 04	 311821	 CPVS
100	 04	 311822	 CPVS
100	 04	 311823	 CPVS
100	 04	 31183	 CPVS
100	 04	 311830	 CPVS
100	 04	 3119	 CPVS
100	 04	 31191	 CPVS
100	 04	 311911	 CPVS
100	 04	 311919	 CPVS
100	 04	 31192	 CPVS
100	 04	 311920	 CPVS
100	 04	 31193	 CPVS
100	 04	 311930	 CPVS
100	 04	 31194	 CPVS
100	 04	 311941	 CPVS
100	 04	 311942	 CPVS
100	 04	 31199	 CPVS
100	 04	 311991	 CPVS
100	 04	 311999	 CPVS
100	 04	 3121	 CPVS
100	 04	 31211	 CPVS
100	 04	 312111	 CPVS
100	 04	 312112	 CPVS
100	 04	 312113	 CPVS
100	 04	 31212	 CPVS
100	 04	 312120	 CPVS
100	 04	 31213	 CPVS
100	 04	 312130	 CPVS
100	 04	 31214	 CPVS
100	 04	 312140	 CPVS
100	 04	 3122	 CPVS
100	 04	 31221	 CPVS
100	 04	 312210	 CPVS
100	 04	 31222	 CPVS
100	 04	 312221	 CPVS
100	 04	 312229	 CPVS
100	 04	 3131	 CPVS
100	 04	 31311	 CPVS
100	 04	 313111	 CPVS
100	 04	 313112	 CPVS
100	 04	 313113	 CPVS
100	 04	 3132	 CPVS
100	 04	 31321	 CPVS
100	 04	 313210	 CPVS
100	 04	 31322	 CPVS
100	 04	 313221	 CPVS
100	 04	 313222	 CPVS
100	 04	 31323	 CPVS
100	 04	 313230	 CPVS
100	 04	 31324	 CPVS
100	 04	 313241	 CPVS
100	 04	 313249	 CPVS
100	 04	 3133	 CPVS
100	 04	 31331	 CPVS
100	 04	 313311	 CPVS
100	 04	 313312	 CPVS
100	 04	 31332	 CPVS
100	 04	 313320	 CPVS
100	 04	 3141	 CPVS
100	 04	 31411	 CPVS
100	 04	 314110	 CPVS
100	 04	 31412	 CPVS
100	 04	 314121	 CPVS
100	 04	 314129	 CPVS
100	 04	 3149	 CPVS
100	 04	 31491	 CPVS
100	 04	 314911	 CPVS
100	 04	 314912	 CPVS
100	 04	 31499	 CPVS
100	 04	 314991	 CPVS
100	 04	 314992	 CPVS
100	 04	 314999	 CPVS
100	 04	 3151	 CPVS
100	 04	 31511	 CPVS
100	 04	 315111	 CPVS
100	 04	 315119	 CPVS
100	 04	 31519	 CPVS
100	 04	 315191	 CPVS
100	 04	 315192	 CPVS
100	 04	 3152	 CPVS
100	 04	 31521	 CPVS
100	 04	 315211	 CPVS
100	 04	 315212	 CPVS
100	 04	 31522	 CPVS
100	 04	 315221	 CPVS
100	 04	 315222	 CPVS
100	 04	 315223	 CPVS
100	 04	 315224	 CPVS
100	 04	 315225	 CPVS
100	 04	 315228	 CPVS
100	 04	 31523	 CPVS
100	 04	 315231	 CPVS
100	 04	 315232	 CPVS
100	 04	 315233	 CPVS
100	 04	 315234	 CPVS
100	 04	 315239	 CPVS
100	 04	 31529	 CPVS
100	 04	 315291	 CPVS
100	 04	 315292	 CPVS
100	 04	 315299	 CPVS
100	 04	 3159	 CPVS
100	 04	 31599	 CPVS
100	 04	 315991	 CPVS
100	 04	 315992	 CPVS
100	 04	 315993	 CPVS
100	 04	 315999	 CPVS
100	 04	 3161	 CPVS
100	 04	 31611	 CPVS
100	 04	 316110	 CPVS
100	 04	 3162	 CPVS
100	 04	 31621	 CPVS
100	 04	 316211	 CPVS
100	 04	 316212	 CPVS
100	 04	 316213	 CPVS
100	 04	 316214	 CPVS
100	 04	 316219	 CPVS
100	 04	 3169	 CPVS
100	 04	 31699	 CPVS
100	 04	 316991	 CPVS
100	 04	 316992	 CPVS
100	 04	 316993	 CPVS
100	 04	 316999	 CPVS
100	 04	 3211	 CPVS
100	 04	 32111	 CPVS
100	 04	 321113	 CPVS
100	 04	 321114	 CPVS
100	 04	 3212	 CPVS
100	 04	 32121	 CPVS
100	 04	 321211	 CPVS
100	 04	 321212	 CPVS
100	 04	 321213	 CPVS
100	 04	 321214	 CPVS
100	 04	 321219	 CPVS
100	 04	 3219	 CPVS
100	 04	 32191	 CPVS
100	 04	 321911	 CPVS
100	 04	 321912	 CPVS
100	 04	 321918	 CPVS
100	 04	 32192	 CPVS
100	 04	 321920	 CPVS
100	 04	 32199	 CPVS
100	 04	 321991	 CPVS
100	 04	 321992	 CPVS
100	 04	 321999	 CPVS
100	 04	 3221	 CPVS
100	 04	 32211	 CPVS
100	 04	 322110	 CPVS
100	 04	 32212	 CPVS
100	 04	 322121	 CPVS
100	 04	 322122	 CPVS
100	 04	 32213	 CPVS
100	 04	 322130	 CPVS
100	 04	 3222	 CPVS
100	 04	 32221	 CPVS
100	 04	 322211	 CPVS
100	 04	 322212	 CPVS
100	 04	 322213	 CPVS
100	 04	 322214	 CPVS
100	 04	 322215	 CPVS
100	 04	 32222	 CPVS
100	 04	 322221	 CPVS
100	 04	 322222	 CPVS
100	 04	 322223	 CPVS
100	 04	 322224	 CPVS
100	 04	 322225	 CPVS
100	 04	 322226	 CPVS
100	 04	 32223	 CPVS
100	 04	 322231	 CPVS
100	 04	 322232	 CPVS
100	 04	 322233	 CPVS
100	 04	 32229	 CPVS
100	 04	 322291	 CPVS
100	 04	 322299	 CPVS
100	 04	 3231	 CPVS
100	 04	 32311	 CPVS
100	 04	 323110	 CPVS
100	 04	 323111	 CPVS
100	 04	 323112	 CPVS
100	 04	 323113	 CPVS
100	 04	 323114	 CPVS
100	 04	 323115	 CPVS
100	 04	 323116	 CPVS
100	 04	 323117	 CPVS
100	 04	 323118	 CPVS
100	 04	 323119	 CPVS
100	 04	 32312	 CPVS
100	 04	 323121	 CPVS
100	 04	 323122	 CPVS
100	 04	 3241	 CPVS
100	 04	 32411	 CPVS
100	 04	 324110	 CPVS
100	 04	 32412	 CPVS
100	 04	 324121	 CPVS
100	 04	 324122	 CPVS
100	 04	 32419	 CPVS
100	 04	 324191	 CPVS
100	 04	 324199	 CPVS
100	 04	 3251	 CPVS
100	 04	 32511	 CPVS
100	 04	 325110	 CPVS
100	 04	 32512	 CPVS
100	 04	 325120	 CPVS
100	 04	 32513	 CPVS
100	 04	 325131	 CPVS
100	 04	 325132	 CPVS
100	 04	 32518	 CPVS
100	 04	 325181	 CPVS
100	 04	 325182	 CPVS
100	 04	 325188	 CPVS
100	 04	 32519	 CPVS
100	 04	 325191	 CPVS
100	 04	 325192	 CPVS
100	 04	 325193	 CPVS
100	 04	 325199	 CPVS
100	 04	 3252	 CPVS
100	 04	 32521	 CPVS
100	 04	 325211	 CPVS
100	 04	 325212	 CPVS
100	 04	 32522	 CPVS
100	 04	 325221	 CPVS
100	 04	 325222	 CPVS
100	 04	 3253	 CPVS
100	 04	 32531	 CPVS
100	 04	 325311	 CPVS
100	 04	 325312	 CPVS
100	 04	 325314	 CPVS
100	 04	 32532	 CPVS
100	 04	 325320	 CPVS
100	 04	 3254	 CPVS
100	 04	 32541	 CPVS
100	 04	 325411	 CPVS
100	 04	 325412	 CPVS
100	 04	 325413	 CPVS
100	 04	 325414	 CPVS
100	 04	 3255	 CPVS
100	 04	 32551	 CPVS
100	 04	 325510	 CPVS
100	 04	 32552	 CPVS
100	 04	 325520	 CPVS
100	 04	 3256	 CPVS
100	 04	 32561	 CPVS
100	 04	 325611	 CPVS
100	 04	 325612	 CPVS
100	 04	 325613	 CPVS
100	 04	 32562	 CPVS
100	 04	 325620	 CPVS
100	 04	 3259	 CPVS
100	 04	 32591	 CPVS
100	 04	 325910	 CPVS
100	 04	 32592	 CPVS
100	 04	 325920	 CPVS
100	 04	 32599	 CPVS
100	 04	 325991	 CPVS
100	 04	 325992	 CPVS
100	 04	 325998	 CPVS
100	 04	 3261	 CPVS
100	 04	 32611	 CPVS
100	 04	 326111	 CPVS
100	 04	 326112	 CPVS
100	 04	 326113	 CPVS
100	 04	 32612	 CPVS
100	 04	 326121	 CPVS
100	 04	 326122	 CPVS
100	 04	 32613	 CPVS
100	 04	 326130	 CPVS
100	 04	 32614	 CPVS
100	 04	 326140	 CPVS
100	 04	 32615	 CPVS
100	 04	 326150	 CPVS
100	 04	 32616	 CPVS
100	 04	 326160	 CPVS
100	 04	 32619	 CPVS
100	 04	 326191	 CPVS
100	 04	 326192	 CPVS
100	 04	 326199	 CPVS
100	 04	 3262	 CPVS
100	 04	 32621	 CPVS
100	 04	 326211	 CPVS
100	 04	 326212	 CPVS
100	 04	 32622	 CPVS
100	 04	 326220	 CPVS
100	 04	 32629	 CPVS
100	 04	 326291	 CPVS
100	 04	 326299	 CPVS
100	 04	 3271	 CPVS
100	 04	 32711	 CPVS
100	 04	 327111	 CPVS
100	 04	 327112	 CPVS
100	 04	 327113	 CPVS
