Measuring points - characteristics


MANDT	 ZCOLNR	 ZVALUE	 ATNAM	 INDCT
X	 X	 X	 	
MANDT-CLNT(3)	 ZCHAR3-CHAR(3)	 ZCHAR3-CHAR(3)	 ATNAM-CHAR(30)	 X-CHAR(1)
100	 058	 062	 ZAM_CONVERTERTEMP	
100	 058	 070	 ZAM_DPAIRFILTER	
100	 058	 100	 ZAM_OUTLTEMP_ELT1	
100	 058	 120	 ZAM_INLTEMP_ELT2	
100	 058	 140	 ZAM_OUTLTEMP_ELT2	
100	 058	 224	 ZAM_IC1PRESS	
100	 058	 350	 ZAM_OILPRESS	
100	 058	 360	 ZAM_OILTEMP	
100	 058	 450	 ZAM_PRESSDEWP	
100	 058	 460	 ZAM_LAT	
100	 058	 540	 ZAM_DMIXAIRDINLTEMP	
100	 058	 550	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 058	 660	 ZAM_SPMMOTDE	
100	 058	 670	 ZAM_SPMLMOTNDE	
100	 058	 680	 ZAM_SPMELTP1	
100	 058	 690	 ZAM_SPMELTP2	
100	 058	 700	 ZAM_SPMELTP3	
100	 058	 710	 ZAM_SPMELTP4	
100	 058	 712	 ZAM_SPMELTP5	
100	 058	 714	 ZAM_SPMELTP6	
100	 058	 720	 ZAM_SPMGEARBOX	
100	 058	 760	 ZAM_MOTOR_CURRENT_U1	
100	 058	 770	 ZAM_MOTOR_CURRENT_V1	
100	 058	 780	 ZAM_MOTOR_CURRENT_W1	
100	 058	 790	 ZAM_COOLWATER_IN	
100	 058	 800	 ZAM_COOLWATERICOUT	
100	 058	 810	 ZAM_COOLWATERACOUT	
100	 059	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 059	 015	 ZAM_RHRSTOTAL	 X
100	 059	 024	 ZAM_MOTORSTART	
100	 059	 026	 ZAM_MODULEHOURS	
100	 059	 028	 ZAM_LOADRELAY	
100	 059	 030	 ZAM_ACCVOL	
100	 059	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 059	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 059	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 059	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 059	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 059	 038	 ZAM_COMPOUT_TEMP	
100	 059	 040	 ZAM_WORKPRESS	
100	 059	 060	 ZAM_AMBTEMP	
100	 059	 062	 ZAM_CONVERTERTEMP	
100	 059	 070	 ZAM_DPAIRFILTER	
100	 059	 100	 ZAM_OUTLTEMP_ELT1	
100	 059	 120	 ZAM_INLTEMP_ELT2	
100	 059	 140	 ZAM_OUTLTEMP_ELT2	
100	 059	 224	 ZAM_IC1PRESS	
100	 059	 230	 ZAM_IC1OUTTEMP	
100	 059	 350	 ZAM_OILPRESS	
100	 059	 360	 ZAM_OILTEMP	
100	 059	 660	 ZAM_SPMMOTDE	
100	 059	 670	 ZAM_SPMLMOTNDE	
100	 059	 680	 ZAM_SPMELTP1	
100	 059	 690	 ZAM_SPMELTP2	
100	 059	 700	 ZAM_SPMELTP3	
100	 059	 710	 ZAM_SPMELTP4	
100	 059	 712	 ZAM_SPMELTP5	
100	 059	 714	 ZAM_SPMELTP6	
100	 059	 720	 ZAM_SPMGEARBOX	
100	 059	 760	 ZAM_MOTOR_CURRENT_U1	
100	 059	 770	 ZAM_MOTOR_CURRENT_V1	
100	 059	 780	 ZAM_MOTOR_CURRENT_W1	
100	 059	 790	 ZAM_COOLWATER_IN	
100	 059	 820	 ZAM_COOLWATER_OUT	
100	 060	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 060	 015	 ZAM_RHRSTOTAL	 X
100	 060	 024	 ZAM_MOTORSTART	
100	 060	 026	 ZAM_MODULEHOURS	
100	 060	 030	 ZAM_ACCVOL	
100	 060	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 060	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 060	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 060	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 060	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 060	 038	 ZAM_COMPOUT_TEMP	
100	 060	 040	 ZAM_WORKPRESS	
100	 060	 060	 ZAM_AMBTEMP	
100	 060	 062	 ZAM_CONVERTERTEMP	
100	 060	 070	 ZAM_DPAIRFILTER	
100	 060	 100	 ZAM_OUTLTEMP_ELT1	
100	 060	 200	 ZAM_COOLCOMPRINTEMP	
100	 060	 360	 ZAM_OILTEMP	
100	 060	 380	 ZAM_OILINJPRESS1	
100	 060	 400	 ZAM_DPOILSEP1	
100	 060	 420	 ZAM_OILSEPTEMP1	
100	 060	 610	 ZAM_MOTWINDU1TEMP	
100	 060	 620	 ZAM_MOTWINDV1TEMP	
100	 060	 630	 ZAM_MOTWINDW1TEMP	
100	 060	 640	 ZAM_MOTDETEMP	
100	 060	 650	 ZAM_MOTNDETEMP	
100	 060	 660	 ZAM_SPMMOTDE	
100	 060	 670	 ZAM_SPMLMOTNDE	
100	 060	 680	 ZAM_SPMELTP1	
100	 060	 712	 ZAM_SPMELTP5	
100	 060	 720	 ZAM_SPMGEARBOX	
100	 060	 760	 ZAM_MOTOR_CURRENT_U1	
100	 060	 770	 ZAM_MOTOR_CURRENT_V1	
100	 060	 780	 ZAM_MOTOR_CURRENT_W1	
100	 060	 790	 ZAM_COOLWATER_IN	
100	 060	 820	 ZAM_COOLWATER_OUT	
100	 060	 830	 ZAM_ENERGY_RECOVERY_IN	
100	 060	 840	 ZAM_ENERGY_RECOVERY_OUT	
100	 061	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 061	 015	 ZAM_RHRSTOTAL	 X
100	 061	 020	 ZAM_RHRSLOADED	
100	 061	 024	 ZAM_MOTORSTART	
100	 061	 026	 ZAM_MODULEHOURS	
100	 061	 028	 ZAM_LOADRELAY	
100	 061	 038	 ZAM_COMPOUT_TEMP	
100	 061	 040	 ZAM_WORKPRESS	
100	 061	 060	 ZAM_AMBTEMP	
100	 061	 070	 ZAM_DPAIRFILTER	
100	 061	 100	 ZAM_OUTLTEMP_ELT1	
100	 061	 120	 ZAM_INLTEMP_ELT2	
100	 061	 140	 ZAM_OUTLTEMP_ELT2	
100	 061	 224	 ZAM_IC1PRESS	
100	 061	 230	 ZAM_IC1OUTTEMP	
100	 061	 350	 ZAM_OILPRESS	
100	 061	 360	 ZAM_OILTEMP	
100	 061	 450	 ZAM_PRESSDEWP	
100	 061	 500	 ZAM_REGENINLTEMP	
100	 061	 570	 ZAM_DCOOLINLTEMP	
100	 061	 590	 ZAM_DCOOLOUTLTEMP	
100	 061	 660	 ZAM_SPMMOTDE	
100	 061	 670	 ZAM_SPMLMOTNDE	
100	 061	 680	 ZAM_SPMELTP1	
100	 061	 690	 ZAM_SPMELTP2	
100	 061	 700	 ZAM_SPMELTP3	
100	 061	 710	 ZAM_SPMELTP4	
100	 061	 712	 ZAM_SPMELTP5	
100	 061	 714	 ZAM_SPMELTP6	
100	 061	 720	 ZAM_SPMGEARBOX	
100	 061	 760	 ZAM_MOTOR_CURRENT_U1	
100	 061	 770	 ZAM_MOTOR_CURRENT_V1	
100	 061	 780	 ZAM_MOTOR_CURRENT_W1	
100	 061	 790	 ZAM_COOLWATER_IN	
100	 061	 805	 ZAM_COOLWATERACIN	
100	 061	 810	 ZAM_COOLWATERACOUT	
100	 061	 820	 ZAM_COOLWATER_OUT	
100	 061	 825	 ZAM_WATERLPOUT	
100	 062	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 062	 015	 ZAM_RHRSTOTAL	 X
100	 062	 020	 ZAM_RHRSLOADED	
100	 062	 024	 ZAM_MOTORSTART	
100	 062	 026	 ZAM_MODULEHOURS	
100	 062	 028	 ZAM_LOADRELAY	
100	 062	 038	 ZAM_COMPOUT_TEMP	
100	 062	 040	 ZAM_WORKPRESS	
100	 062	 060	 ZAM_AMBTEMP	
100	 062	 070	 ZAM_DPAIRFILTER	
100	 062	 100	 ZAM_OUTLTEMP_ELT1	
100	 062	 120	 ZAM_INLTEMP_ELT2	
100	 062	 140	 ZAM_OUTLTEMP_ELT2	
100	 062	 224	 ZAM_IC1PRESS	
100	 062	 230	 ZAM_IC1OUTTEMP	
100	 062	 350	 ZAM_OILPRESS	
100	 062	 360	 ZAM_OILTEMP	
100	 062	 610	 ZAM_MOTWINDU1TEMP	
100	 062	 620	 ZAM_MOTWINDV1TEMP	
100	 062	 630	 ZAM_MOTWINDW1TEMP	
100	 062	 640	 ZAM_MOTDETEMP	
100	 062	 650	 ZAM_MOTNDETEMP	
100	 062	 660	 ZAM_SPMMOTDE	
100	 062	 670	 ZAM_SPMLMOTNDE	
100	 062	 680	 ZAM_SPMELTP1	
100	 062	 690	 ZAM_SPMELTP2	
100	 062	 700	 ZAM_SPMELTP3	
100	 062	 710	 ZAM_SPMELTP4	
100	 062	 712	 ZAM_SPMELTP5	
100	 062	 714	 ZAM_SPMELTP6	
100	 062	 720	 ZAM_SPMGEARBOX	
100	 062	 760	 ZAM_MOTOR_CURRENT_U1	
100	 062	 770	 ZAM_MOTOR_CURRENT_V1	
100	 062	 780	 ZAM_MOTOR_CURRENT_W1	
100	 062	 790	 ZAM_COOLWATER_IN	
100	 062	 800	 ZAM_COOLWATERICOUT	
100	 062	 820	 ZAM_COOLWATER_OUT	
100	 062	 825	 ZAM_WATERLPOUT	
100	 062	 830	 ZAM_ENERGY_RECOVERY_IN	
100	 063	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 063	 015	 ZAM_RHRSTOTAL	 X
100	 063	 020	 ZAM_RHRSLOADED	
100	 063	 024	 ZAM_MOTORSTART	
100	 063	 026	 ZAM_MODULEHOURS	
100	 063	 028	 ZAM_LOADRELAY	
100	 063	 038	 ZAM_COMPOUT_TEMP	
100	 063	 040	 ZAM_WORKPRESS	
100	 063	 060	 ZAM_AMBTEMP	
100	 063	 070	 ZAM_DPAIRFILTER	
100	 063	 100	 ZAM_OUTLTEMP_ELT1	
100	 063	 120	 ZAM_INLTEMP_ELT2	
100	 063	 140	 ZAM_OUTLTEMP_ELT2	
100	 063	 224	 ZAM_IC1PRESS	
100	 063	 230	 ZAM_IC1OUTTEMP	
100	 063	 350	 ZAM_OILPRESS	
100	 063	 360	 ZAM_OILTEMP	
100	 063	 450	 ZAM_PRESSDEWP	
100	 063	 500	 ZAM_REGENINLTEMP	
100	 063	 520	 ZAM_COMPROUTLDINLTEMP	
100	 063	 610	 ZAM_MOTWINDU1TEMP	
100	 063	 620	 ZAM_MOTWINDV1TEMP	
100	 063	 630	 ZAM_MOTWINDW1TEMP	
100	 063	 640	 ZAM_MOTDETEMP	
100	 063	 650	 ZAM_MOTNDETEMP	
100	 063	 660	 ZAM_SPMMOTDE	
100	 063	 670	 ZAM_SPMLMOTNDE	
100	 063	 680	 ZAM_SPMELTP1	
100	 063	 690	 ZAM_SPMELTP2	
100	 063	 700	 ZAM_SPMELTP3	
100	 063	 710	 ZAM_SPMELTP4	
100	 063	 712	 ZAM_SPMELTP5	
100	 063	 714	 ZAM_SPMELTP6	
100	 063	 720	 ZAM_SPMGEARBOX	
100	 063	 760	 ZAM_MOTOR_CURRENT_U1	
100	 063	 770	 ZAM_MOTOR_CURRENT_V1	
100	 063	 780	 ZAM_MOTOR_CURRENT_W1	
100	 063	 790	 ZAM_COOLWATER_IN	
100	 063	 800	 ZAM_COOLWATERICOUT	
100	 063	 810	 ZAM_COOLWATERACOUT	
100	 063	 820	 ZAM_COOLWATER_OUT	
100	 064	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 064	 015	 ZAM_RHRSTOTAL	 X
100	 064	 024	 ZAM_MOTORSTART	
100	 064	 026	 ZAM_MODULEHOURS	
100	 064	 028	 ZAM_LOADRELAY	
100	 064	 030	 ZAM_ACCVOL	
100	 064	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 064	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 064	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 064	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 064	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 064	 038	 ZAM_COMPOUT_TEMP	
100	 064	 040	 ZAM_WORKPRESS	
100	 064	 060	 ZAM_AMBTEMP	
100	 064	 062	 ZAM_CONVERTERTEMP	
100	 064	 070	 ZAM_DPAIRFILTER	
100	 064	 100	 ZAM_OUTLTEMP_ELT1	
100	 064	 120	 ZAM_INLTEMP_ELT2	
100	 064	 140	 ZAM_OUTLTEMP_ELT2	
100	 064	 224	 ZAM_IC1PRESS	
100	 064	 230	 ZAM_IC1OUTTEMP	
100	 064	 350	 ZAM_OILPRESS	
100	 064	 360	 ZAM_OILTEMP	
100	 064	 610	 ZAM_MOTWINDU1TEMP	
100	 064	 620	 ZAM_MOTWINDV1TEMP	
100	 064	 630	 ZAM_MOTWINDW1TEMP	
100	 064	 640	 ZAM_MOTDETEMP	
100	 064	 650	 ZAM_MOTNDETEMP	
100	 064	 660	 ZAM_SPMMOTDE	
100	 064	 670	 ZAM_SPMLMOTNDE	
100	 064	 680	 ZAM_SPMELTP1	
100	 064	 690	 ZAM_SPMELTP2	
100	 064	 700	 ZAM_SPMELTP3	
100	 064	 710	 ZAM_SPMELTP4	
100	 064	 712	 ZAM_SPMELTP5	
100	 064	 714	 ZAM_SPMELTP6	
100	 064	 720	 ZAM_SPMGEARBOX	
100	 064	 760	 ZAM_MOTOR_CURRENT_U1	
100	 064	 770	 ZAM_MOTOR_CURRENT_V1	
100	 064	 780	 ZAM_MOTOR_CURRENT_W1	
100	 064	 790	 ZAM_COOLWATER_IN	
100	 064	 820	 ZAM_COOLWATER_OUT	
100	 064	 825	 ZAM_WATERLPOUT	
100	 065	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 065	 015	 ZAM_RHRSTOTAL	 X
100	 065	 020	 ZAM_RHRSLOADED	
100	 065	 024	 ZAM_MOTORSTART	
100	 065	 026	 ZAM_MODULEHOURS	
100	 065	 028	 ZAM_LOADRELAY	
100	 065	 038	 ZAM_COMPOUT_TEMP	
100	 065	 040	 ZAM_WORKPRESS	
100	 065	 060	 ZAM_AMBTEMP	
100	 065	 070	 ZAM_DPAIRFILTER	
100	 065	 100	 ZAM_OUTLTEMP_ELT1	
100	 065	 140	 ZAM_OUTLTEMP_ELT2	
100	 065	 200	 ZAM_COOLCOMPRINTEMP	
100	 065	 380	 ZAM_OILINJPRESS1	
100	 065	 390	 ZAM_OILINJPRESS2	
100	 065	 392	 ZAM_DP_OILINJECTION	
100	 065	 400	 ZAM_DPOILSEP1	
100	 065	 410	 ZAM_DPOILSEP2	
100	 065	 420	 ZAM_OILSEPTEMP1	
100	 065	 430	 ZAM_OILSEPTEMP2	
100	 065	 610	 ZAM_MOTWINDU1TEMP	
100	 065	 620	 ZAM_MOTWINDV1TEMP	
100	 065	 630	 ZAM_MOTWINDW1TEMP	
100	 065	 640	 ZAM_MOTDETEMP	
100	 065	 650	 ZAM_MOTNDETEMP	
100	 065	 660	 ZAM_SPMMOTDE	
100	 065	 670	 ZAM_SPMLMOTNDE	
100	 065	 680	 ZAM_SPMELTP1	
100	 065	 690	 ZAM_SPMELTP2	
100	 065	 700	 ZAM_SPMELTP3	
100	 065	 710	 ZAM_SPMELTP4	
100	 065	 712	 ZAM_SPMELTP5	
100	 065	 714	 ZAM_SPMELTP6	
100	 065	 715	 ZAM_SPMELTP8	
100	 065	 716	 ZAM_SPMELTP9	
100	 065	 720	 ZAM_SPMGEARBOX	
100	 065	 760	 ZAM_MOTOR_CURRENT_U1	
100	 065	 770	 ZAM_MOTOR_CURRENT_V1	
100	 065	 780	 ZAM_MOTOR_CURRENT_W1	
100	 065	 790	 ZAM_COOLWATER_IN	
100	 065	 820	 ZAM_COOLWATER_OUT	
100	 065	 830	 ZAM_ENERGY_RECOVERY_IN	
100	 065	 840	 ZAM_ENERGY_RECOVERY_OUT	
100	 066	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 066	 015	 ZAM_RHRSTOTAL	 X
100	 066	 024	 ZAM_MOTORSTART	
100	 066	 026	 ZAM_MODULEHOURS	
100	 066	 028	 ZAM_LOADRELAY	
100	 066	 030	 ZAM_ACCVOL	
100	 066	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 066	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 066	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 066	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 066	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 066	 038	 ZAM_COMPOUT_TEMP	
100	 066	 040	 ZAM_WORKPRESS	
100	 066	 060	 ZAM_AMBTEMP	
100	 066	 062	 ZAM_CONVERTERTEMP	
100	 066	 070	 ZAM_DPAIRFILTER	
100	 066	 100	 ZAM_OUTLTEMP_ELT1	
100	 066	 120	 ZAM_INLTEMP_ELT2	
100	 066	 140	 ZAM_OUTLTEMP_ELT2	
100	 066	 224	 ZAM_IC1PRESS	
100	 066	 230	 ZAM_IC1OUTTEMP	
100	 066	 350	 ZAM_OILPRESS	
100	 066	 360	 ZAM_OILTEMP	
100	 066	 450	 ZAM_PRESSDEWP	
100	 066	 500	 ZAM_REGENINLTEMP	
100	 066	 520	 ZAM_COMPROUTLDINLTEMP	
100	 066	 610	 ZAM_MOTWINDU1TEMP	
100	 066	 620	 ZAM_MOTWINDV1TEMP	
100	 066	 630	 ZAM_MOTWINDW1TEMP	
100	 066	 640	 ZAM_MOTDETEMP	
100	 066	 650	 ZAM_MOTNDETEMP	
100	 066	 660	 ZAM_SPMMOTDE	
100	 066	 670	 ZAM_SPMLMOTNDE	
100	 066	 680	 ZAM_SPMELTP1	
100	 066	 690	 ZAM_SPMELTP2	
100	 066	 700	 ZAM_SPMELTP3	
100	 066	 710	 ZAM_SPMELTP4	
100	 066	 712	 ZAM_SPMELTP5	
100	 066	 714	 ZAM_SPMELTP6	
100	 066	 720	 ZAM_SPMGEARBOX	
100	 066	 760	 ZAM_MOTOR_CURRENT_U1	
100	 066	 770	 ZAM_MOTOR_CURRENT_V1	
100	 066	 780	 ZAM_MOTOR_CURRENT_W1	
100	 066	 790	 ZAM_COOLWATER_IN	
100	 066	 820	 ZAM_COOLWATER_OUT	
100	 066	 825	 ZAM_WATERLPOUT	
100	 067	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 067	 015	 ZAM_RHRSTOTAL	 X
100	 067	 024	 ZAM_MOTORSTART	
100	 067	 026	 ZAM_MODULEHOURS	
100	 067	 028	 ZAM_LOADRELAY	
100	 067	 030	 ZAM_ACCVOL	
100	 067	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 067	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 067	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 067	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 067	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 067	 038	 ZAM_COMPOUT_TEMP	
100	 067	 040	 ZAM_WORKPRESS	
100	 067	 060	 ZAM_AMBTEMP	
100	 067	 062	 ZAM_CONVERTERTEMP	
100	 067	 070	 ZAM_DPAIRFILTER	
100	 067	 100	 ZAM_OUTLTEMP_ELT1	
100	 067	 120	 ZAM_INLTEMP_ELT2	
100	 067	 140	 ZAM_OUTLTEMP_ELT2	
100	 067	 224	 ZAM_IC1PRESS	
100	 067	 230	 ZAM_IC1OUTTEMP	
100	 067	 350	 ZAM_OILPRESS	
100	 067	 360	 ZAM_OILTEMP	
100	 067	 450	 ZAM_PRESSDEWP	
100	 067	 500	 ZAM_REGENINLTEMP	
100	 067	 510	 ZAM_REGENOUTLTEMP	
100	 067	 520	 ZAM_COMPROUTLDINLTEMP	
100	 067	 610	 ZAM_MOTWINDU1TEMP	
100	 067	 620	 ZAM_MOTWINDV1TEMP	
100	 067	 630	 ZAM_MOTWINDW1TEMP	
100	 067	 640	 ZAM_MOTDETEMP	
100	 067	 650	 ZAM_MOTNDETEMP	
100	 067	 660	 ZAM_SPMMOTDE	
100	 067	 670	 ZAM_SPMLMOTNDE	
100	 067	 680	 ZAM_SPMELTP1	
100	 067	 690	 ZAM_SPMELTP2	
100	 067	 700	 ZAM_SPMELTP3	
100	 067	 710	 ZAM_SPMELTP4	
100	 067	 712	 ZAM_SPMELTP5	
100	 067	 714	 ZAM_SPMELTP6	
100	 067	 720	 ZAM_SPMGEARBOX	
100	 067	 760	 ZAM_MOTOR_CURRENT_U1	
100	 067	 770	 ZAM_MOTOR_CURRENT_V1	
100	 067	 780	 ZAM_MOTOR_CURRENT_W1	
100	 067	 790	 ZAM_COOLWATER_IN	
100	 067	 820	 ZAM_COOLWATER_OUT	
100	 068	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 068	 015	 ZAM_RHRSTOTAL	 X
100	 068	 020	 ZAM_RHRSLOADED	
100	 068	 024	 ZAM_MOTORSTART	
100	 068	 026	 ZAM_MODULEHOURS	
100	 068	 028	 ZAM_LOADRELAY	
100	 068	 038	 ZAM_COMPOUT_TEMP	
100	 068	 040	 ZAM_WORKPRESS	
100	 068	 060	 ZAM_AMBTEMP	
100	 068	 070	 ZAM_DPAIRFILTER	
100	 068	 100	 ZAM_OUTLTEMP_ELT1	
100	 068	 120	 ZAM_INLTEMP_ELT2	
100	 068	 140	 ZAM_OUTLTEMP_ELT2	
100	 068	 224	 ZAM_IC1PRESS	
100	 068	 230	 ZAM_IC1OUTTEMP	
100	 068	 350	 ZAM_OILPRESS	
100	 068	 360	 ZAM_OILTEMP	
100	 068	 450	 ZAM_PRESSDEWP	
100	 068	 500	 ZAM_REGENINLTEMP	
100	 068	 510	 ZAM_REGENOUTLTEMP	
100	 068	 520	 ZAM_COMPROUTLDINLTEMP	
100	 068	 530	 ZAM_REGENINLDINLTEMP	
100	 068	 540	 ZAM_DMIXAIRDINLTEMP	
100	 068	 550	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 068	 560	 ZAM_DPRESSDEWPINLTEMP	
100	 068	 590	 ZAM_DCOOLOUTLTEMP	
100	 068	 610	 ZAM_MOTWINDU1TEMP	
100	 068	 620	 ZAM_MOTWINDV1TEMP	
100	 068	 630	 ZAM_MOTWINDW1TEMP	
100	 068	 640	 ZAM_MOTDETEMP	
100	 068	 650	 ZAM_MOTNDETEMP	
100	 068	 660	 ZAM_SPMMOTDE	
100	 068	 670	 ZAM_SPMLMOTNDE	
100	 068	 680	 ZAM_SPMELTP1	
100	 068	 690	 ZAM_SPMELTP2	
100	 068	 700	 ZAM_SPMELTP3	
100	 068	 710	 ZAM_SPMELTP4	
100	 068	 712	 ZAM_SPMELTP5	
100	 068	 714	 ZAM_SPMELTP6	
100	 068	 720	 ZAM_SPMGEARBOX	
100	 068	 760	 ZAM_MOTOR_CURRENT_U1	
100	 068	 770	 ZAM_MOTOR_CURRENT_V1	
100	 068	 780	 ZAM_MOTOR_CURRENT_W1	
100	 068	 790	 ZAM_COOLWATER_IN	
100	 068	 800	 ZAM_COOLWATERICOUT	
100	 068	 810	 ZAM_COOLWATERACOUT	
100	 068	 820	 ZAM_COOLWATER_OUT	
100	 069	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 069	 015	 ZAM_RHRSTOTAL	 X
100	 069	 024	 ZAM_MOTORSTART	
100	 069	 026	 ZAM_MODULEHOURS	
100	 069	 028	 ZAM_LOADRELAY	
100	 069	 030	 ZAM_ACCVOL	
100	 069	 031	 ZAM_VSD_1-20_PERC_RPM	
100	 069	 032	 ZAM_VSD_20-40_PERC_RPM	
100	 069	 033	 ZAM_VSD_40-60_PERC_RPM	
100	 069	 034	 ZAM_VSD_60-80_PERC_RPM	
100	 069	 035	 ZAM_VSD_80-100_PERC_RPM	
100	 069	 038	 ZAM_COMPOUT_TEMP	
100	 069	 040	 ZAM_WORKPRESS	
100	 069	 060	 ZAM_AMBTEMP	
100	 069	 062	 ZAM_CONVERTERTEMP	
100	 069	 070	 ZAM_DPAIRFILTER	
100	 069	 100	 ZAM_OUTLTEMP_ELT1	
100	 069	 120	 ZAM_INLTEMP_ELT2	
100	 069	 140	 ZAM_OUTLTEMP_ELT2	
100	 069	 224	 ZAM_IC1PRESS	
100	 069	 230	 ZAM_IC1OUTTEMP	
100	 069	 350	 ZAM_OILPRESS	
100	 069	 360	 ZAM_OILTEMP	
100	 069	 450	 ZAM_PRESSDEWP	
100	 069	 500	 ZAM_REGENINLTEMP	
100	 069	 510	 ZAM_REGENOUTLTEMP	
100	 069	 520	 ZAM_COMPROUTLDINLTEMP	
100	 069	 530	 ZAM_REGENINLDINLTEMP	
100	 069	 540	 ZAM_DMIXAIRDINLTEMP	
100	 069	 542	 ZAM_MD_LOADCYCLE	
100	 069	 544	 ZAM_DMIXAIRTEMP	
100	 069	 550	 ZAM_REGENAIRINLREGENAIROUTLET	
100	 069	 560	 ZAM_DPRESSDEWPINLTEMP	
100	 069	 660	 ZAM_SPMMOTDE	
100	 069	 670	 ZAM_SPMLMOTNDE	
100	 069	 680	 ZAM_SPMELTP1	
100	 069	 690	 ZAM_SPMELTP2	
100	 069	 700	 ZAM_SPMELTP3	
100	 069	 710	 ZAM_SPMELTP4	
100	 069	 712	 ZAM_SPMELTP5	
100	 069	 714	 ZAM_SPMELTP6	
100	 069	 720	 ZAM_SPMGEARBOX	
100	 069	 760	 ZAM_MOTOR_CURRENT_U1	
100	 069	 770	 ZAM_MOTOR_CURRENT_V1	
100	 069	 780	 ZAM_MOTOR_CURRENT_W1	
100	 069	 790	 ZAM_COOLWATER_IN	
100	 069	 805	 ZAM_COOLWATERACIN	
100	 069	 810	 ZAM_COOLWATERACOUT	
100	 069	 820	 ZAM_COOLWATER_OUT	
100	 069	 825	 ZAM_WATERLPOUT	
100	 070	 010	 ZAM_RHRSTOTAL_ACT	 X
100	 070	 015	 ZAM_RHRSTOTAL	 X
100	 070	 020	 ZAM_RHRSLOADED	
100	 070	 024	 ZAM_MOTORSTART	
100	 070	 026	 ZAM_MODULEHOURS	
100	 070	 028	 ZAM_LOADRELAY	
100	 070	 030	 ZAM_ACCVOL	
100	 070	 040	 ZAM_WORKPRESS	
100	 070	 050	 ZAM_AMBPRESS	
100	 070	 060	 ZAM_AMBTEMP	
100	 070	 070	 ZAM_DPAIRFILTER	
100	 070	 080	 ZAM_INLTEMP_ELT1	
100	 070	 090	 ZAM_INLPRESS_ELT1	
100	 070	 100	 ZAM_OUTLTEMP_ELT1	
100	 070	 110	 ZAM_OUTLPRESS_ELT1	
100	 070	 120	 ZAM_INLTEMP_ELT2	
100	 070	 130	 ZAM_INLPRESS_ELT2	
100	 070	 140	 ZAM_OUTLTEMP_ELT2	
100	 070	 150	 ZAM_OUTLPRESS_ELT2	
100	 070	 200	 ZAM_COOLCOMPRINTEMP	
100	 070	 210	 ZAM_COOLCOMPROUTTEMP	
100	 070	 220	 ZAM_IC1INTEMP	
100	 070	 230	 ZAM_IC1OUTTEMP	
100	 070	 240	 ZAM_IC2INTEMP	
100	 070	 250	 ZAM_IC2OUTTEMP	
100	 070	 260	 ZAM_ACINTEMP	
100	 070	 270	 ZAM_ACOUTTEMP	
100	 070	 280	 ZAM_OCINTEMP	
100	 070	 290	 ZAM_OCOUTTEMP	
100	 070	 300	 ZAM_IC1APPTEMP	
100	 070	 310	 ZAM_IC2APPTEMP	
100	 070	 320	 ZAM_ACAPPTEMP	
100	 070	 330	 ZAM_COOLCOMPRINPRESS	
100	 070	 340	 ZAM_COOLCOMPOUTPRESS	
100	 070	 350	 ZAM_OILPRESS	
100	 070	 360	 ZAM_OILTEMP	
100	 070	 370	 ZAM_OILRESTEMP	
100	 070	 440	 ZAM_ATMOSDEWP	
100	 070	 450	 ZAM_PRESSDEWP	
100	 070	 470	 ZAM_DINLTEMP	
